UserID,Group,Age,Gender,Location,Device,PageViews,ClickThroughRate,SessionDuration,FrequencyOfVisits,LastVisitDate,SignUps,Downloads,Purchases,FormSubmissions,NetPromoterScore,MostActiveTimeOfDay,ContentConsumed,UserJourneyPathway,FeatureInteraction,LayoutVariation,ColorScheme,CTAButton
306,Test,48,Male,Europe,Desktop,5,0.8047752622631005,6.973171129088746,3,6/2/23 3:18,0,0,0,0,-4,Morning,Lifestyle,Homepage,Feature A,Layout 1,Scheme 1,Button A
307,Test,47,Other,South America,Desktop,2,0.5438425598392654,3.256649086,3,4/14/23 23:46,0,0,0,0,0,Evening,Entertainment,Search,Feature C,Layout 1,Scheme 1,Button A
308,Test,67,Male,Europe,Tablet,2,0.8806147338401635,3.124433077470694,3,4/10/23 3:13,1,0,0,1,4,Night,News,Ad Click,Feature B,Layout 1,Scheme 1,Button A
309,Test,51,Male,Europe,Mobile,6,0.128937337,5.778548154450906,5,3/14/23 1:10,0,1,0,1,0,Evening,Lifestyle,Search,Feature B,Layout 1,Scheme 1,Button A
310,Test,36,Other,Europe,Desktop,4,0.876584632,6.335037344735786,7,3/31/23 17:32,0,0,0,0,-6,Afternoon,Lifestyle,Homepage,Feature B,Layout 1,Scheme 1,Button A
311,Test,35,Female,Africa,Mobile,6,0.004871154,9.072616191498337,5,3/23/23 5:29,0,0,0,0,6,Afternoon,Educational,Ad Click,None,Layout 1,Scheme 1,Button A
312,Test,47,Male,Europe,Desktop,4,0.26515488435166745,6.843122310918612,4,3/6/23 12:12,1,0,1,1,7,Evening,Entertainment,Search,Feature B,Layout 1,Scheme 1,Button A
313,Test,38,Other,Africa,Tablet,8,0.26485451981248354,0.8016263867791835,2,4/21/23 20:48,0,0,0,1,-6,Morning,Entertainment,Search,None,Layout 1,Scheme 1,Button A
314,Test,20,Male,South America,Mobile,3,0.08502522,2.9668811727993543,2,3/25/23 9:19,0,1,0,0,8,Morning,Educational,Ad Click,Feature C,Layout 1,Scheme 1,Button A
315,Test,23,Male,North America,Tablet,5,0.7872354545321565,9.031838538,3,2/1/23 21:42,0,0,0,1,-7,Evening,Lifestyle,Ad Click,Feature B,Layout 1,Scheme 1,Button A
316,Test,55,Other,Africa,Desktop,4,0.8691156461105037,5.849218650443007,1,5/4/23 16:28,0,1,0,1,6,Night,Lifestyle,Homepage,None,Layout 1,Scheme 1,Button A
317,Test,30,Male,Europe,Mobile,7,0.47948523483936234,2.2700615294208317,1,6/7/23 18:25,0,0,0,1,4,Night,News,Search,Feature C,Layout 1,Scheme 1,Button A
318,Test,62,Other,Africa,Desktop,3,0.5021349542844983,6.635507840890948,3,3/5/23 7:48,0,0,0,0,5,Evening,Entertainment,Ad Click,Feature C,Layout 1,Scheme 1,Button A
319,Test,20,Male,Asia,Desktop,4,0.8850089405653339,5.281522247545582,6,3/15/23 0:39,0,0,1,0,1,Evening,Lifestyle,Homepage,Feature A,Layout 1,Scheme 1,Button A
320,Test,65,Female,South America,Desktop,9,0.49058840801380776,3.401415744928498,3,3/3/23 7:08,1,1,0,1,8,Afternoon,News,Ad Click,Feature B,Layout 1,Scheme 1,Button A
321,Test,45,Other,Europe,Tablet,3,0.1917771399325192,4.465420561143496,3,4/17/23 11:42,0,0,0,1,-2,Morning,News,Direct,Feature A,Layout 1,Scheme 1,Button A
322,Test,39,Female,Asia,Mobile,3,0.7158141460672931,6.528381273,6,4/12/23 16:49,1,0,0,0,4,Night,Lifestyle,Search,Feature B,Layout 1,Scheme 1,Button A
323,Test,57,Male,Asia,Desktop,7,0.5732283873718075,4.324838270989595,2,2/8/23 6:00,0,0,0,0,-10,Afternoon,Lifestyle,Direct,Feature B,Layout 1,Scheme 1,Button A
324,Test,57,Female,Africa,Desktop,5,0.6304045136661572,5.486152236543199,2,6/17/23 8:57,0,1,0,0,-1,Night,News,Search,Feature B,Layout 1,Scheme 1,Button A
325,Test,29,Other,Asia,Tablet,5,0.4542439045386233,4.573953415150105,2,3/29/23 0:57,0,0,0,0,-8,Evening,Entertainment,Search,Feature A,Layout 1,Scheme 1,Button A
326,Test,40,Male,Europe,Mobile,3,0.8771040517756814,4.0518115624875195,4,6/25/23 19:37,0,1,0,1,3,Evening,Educational,Search,Feature B,Layout 1,Scheme 1,Button A
327,Test,48,Other,Oceania,Desktop,7,0.1373008359339174,8.331989223645891,3,6/7/23 1:24,0,1,0,1,6,Evening,Entertainment,Direct,Feature B,Layout 1,Scheme 1,Button A
328,Test,35,Male,Asia,Desktop,5,0.44686559391815794,8.137761614,0,1/23/23 8:24,0,0,0,0,-8,Afternoon,Entertainment,Ad Click,Feature A,Layout 1,Scheme 1,Button A
329,Test,24,Female,Asia,Mobile,11,0.6651538529723751,5.368275733,1,3/17/23 10:21,0,0,0,0,6,Evening,Entertainment,Search,Feature B,Layout 1,Scheme 1,Button A
330,Test,25,Female,Africa,Mobile,5,0.5619477609042227,5.927906820156278,4,5/1/23 4:33,0,1,0,1,10,Morning,Entertainment,Direct,Feature B,Layout 1,Scheme 1,Button A
331,Test,36,Other,Europe,Tablet,4,0.34150256186694516,3.915020024882692,4,5/17/23 2:14,0,0,0,0,-4,Afternoon,News,Search,Feature C,Layout 1,Scheme 1,Button A
332,Test,46,Other,Oceania,Desktop,11,0.099364616,7.949941984114934,3,4/25/23 22:08,0,0,0,1,-3,Afternoon,News,Direct,Feature C,Layout 1,Scheme 1,Button A
333,Test,61,Male,North America,Tablet,6,0.634035076,2.278541389470562,2,1/19/23 2:28,0,0,0,1,-7,Morning,Lifestyle,Direct,Feature B,Layout 1,Scheme 1,Button A
334,Test,37,Other,South America,Tablet,8,0.977105445,3.7764574957148715,2,4/10/23 13:34,1,1,0,1,-1,Afternoon,Educational,Direct,None,Layout 1,Scheme 1,Button A
335,Test,67,Other,North America,Mobile,6,0.8189094943966725,2.4270564506806718,1,1/20/23 8:51,0,1,0,1,-1,Evening,Lifestyle,Ad Click,Feature C,Layout 1,Scheme 1,Button A
336,Test,59,Female,North America,Tablet,6,0.5386622626300261,6.434602786209862,1,6/12/23 8:25,0,0,1,0,10,Morning,Lifestyle,Direct,Feature C,Layout 1,Scheme 1,Button A
337,Test,47,Other,Europe,Desktop,4,0.9761859142041148,3.358655138816541,5,6/3/23 7:49,1,0,0,1,-5,Night,Entertainment,Direct,Feature B,Layout 1,Scheme 1,Button A
338,Test,64,Other,Europe,Desktop,4,0.9614943831569426,3.3667826579224123,7,5/12/23 17:04,0,0,0,1,9,Afternoon,Entertainment,Homepage,Feature B,Layout 1,Scheme 1,Button A
339,Test,39,Male,Asia,Desktop,4,0.9389008768519275,2.7599724624254485,4,2/16/23 1:29,0,0,0,1,-9,Morning,Educational,Search,Feature B,Layout 1,Scheme 1,Button A
340,Test,27,Female,South America,Mobile,5,0.2432285233491257,4.686117596,3,6/12/23 0:12,1,0,0,0,-5,Afternoon,News,Ad Click,Feature A,Layout 1,Scheme 1,Button A
341,Test,43,Female,Africa,Mobile,10,0.5651479820655216,5.940750200870073,1,3/31/23 5:40,0,0,0,0,9,Morning,News,Ad Click,Feature A,Layout 1,Scheme 1,Button A
342,Test,68,Male,Europe,Desktop,2,0.38532962939555726,3.586966324299545,3,2/3/23 1:37,0,0,0,1,8,Morning,News,Search,Feature A,Layout 1,Scheme 1,Button A
343,Test,50,Female,Europe,Desktop,5,0.40160960080494845,5.855194393,3,4/6/23 4:02,0,0,0,1,-4,Afternoon,Lifestyle,Direct,Feature C,Layout 1,Scheme 1,Button A
344,Test,45,Male,Asia,Mobile,4,0.8521807930940895,4.304976968628867,1,1/15/23 1:21,0,0,0,1,0,Night,Lifestyle,Ad Click,Feature B,Layout 1,Scheme 1,Button A
345,Test,27,Male,South America,Desktop,7,0.018105592,3.5645148365927657,0,5/30/23 20:26,0,1,0,0,4,Evening,Entertainment,Homepage,Feature C,Layout 1,Scheme 1,Button A
346,Test,46,Other,Oceania,Desktop,1,0.9071404649667955,7.466234285,6,1/11/23 18:16,0,0,0,0,-1,Evening,Entertainment,Search,None,Layout 1,Scheme 1,Button A
347,Test,61,Other,Africa,Tablet,5,0.1447556845745671,5.259662462342121,4,3/24/23 14:25,0,0,0,0,10,Afternoon,Entertainment,Ad Click,Feature B,Layout 1,Scheme 1,Button A
348,Test,35,Male,South America,Mobile,6,0.10501239130955553,3.1779821021159664,3,6/10/23 9:40,1,0,0,0,2,Evening,Entertainment,Direct,Feature C,Layout 1,Scheme 1,Button A
349,Test,59,Other,South America,Mobile,5,0.9885082098554242,4.767887106239972,5,3/29/23 9:50,0,0,0,0,-9,Afternoon,Educational,Ad Click,Feature C,Layout 1,Scheme 1,Button A
350,Test,18,Other,Asia,Desktop,5,0.47371456611131413,4.7985946240378805,1,5/30/23 12:44,1,0,0,0,1,Evening,Educational,Direct,Feature B,Layout 1,Scheme 1,Button A
351,Test,40,Female,Oceania,Tablet,8,0.5225938646057869,5.2946976037694915,3,3/27/23 14:12,1,0,0,1,10,Evening,Educational,Ad Click,Feature B,Layout 1,Scheme 1,Button A
352,Test,34,Female,North America,Mobile,8,0.095423826,4.946896837691482,1,6/21/23 23:53,0,1,0,0,-4,Morning,Educational,Homepage,None,Layout 1,Scheme 1,Button A
353,Test,60,Other,Europe,Mobile,6,0.6571107935596439,4.773139766689625,8,2/4/23 8:26,0,0,0,1,9,Night,Educational,Ad Click,Feature A,Layout 1,Scheme 1,Button A
354,Test,54,Male,North America,Mobile,6,0.14457264237824274,3.732932436071627,2,3/29/23 15:05,0,0,0,1,2,Morning,Educational,Direct,Feature C,Layout 1,Scheme 1,Button A
355,Test,48,Male,North America,Tablet,5,0.38615225522324426,7.073446042175891,3,4/6/23 16:35,0,0,0,1,-3,Morning,Lifestyle,Ad Click,Feature C,Layout 1,Scheme 1,Button A
356,Test,42,Other,North America,Tablet,9,0.1340468325909956,7.403854128240897,5,1/18/23 11:10,1,1,0,0,2,Night,Lifestyle,Search,Feature A,Layout 1,Scheme 1,Button A
357,Test,21,Other,Asia,Tablet,5,0.7306272810101807,5.580752481836764,3,3/26/23 0:13,0,1,0,1,-10,Night,Educational,Search,None,Layout 1,Scheme 1,Button A
358,Test,69,Male,Africa,Mobile,3,0.9565916274380523,6.774361707608531,3,6/3/23 16:08,1,0,0,1,9,Morning,Lifestyle,Ad Click,None,Layout 1,Scheme 1,Button A
359,Test,26,Female,Oceania,Mobile,3,0.9047091588500858,2.3577939246138655,5,3/25/23 13:56,0,0,1,0,8,Afternoon,Entertainment,Homepage,Feature B,Layout 1,Scheme 1,Button A
360,Test,45,Female,South America,Tablet,6,0.6647942066900819,2.4725307288853573,4,5/9/23 20:16,0,0,0,0,-2,Night,News,Search,Feature A,Layout 1,Scheme 1,Button A
361,Test,47,Male,North America,Tablet,4,0.2746548306501191,4.304236088988968,4,4/20/23 15:00,0,0,0,0,-7,Afternoon,Educational,Homepage,Feature C,Layout 1,Scheme 1,Button A
362,Test,64,Other,Africa,Tablet,1,0.5174305984289833,10.262516903400844,6,3/27/23 16:05,0,0,1,1,-5,Morning,Educational,Direct,None,Layout 1,Scheme 1,Button A
363,Test,41,Female,Asia,Desktop,3,0.322260047,4.844146301653094,1,5/12/23 15:02,0,0,0,1,-2,Evening,Lifestyle,Direct,Feature B,Layout 1,Scheme 1,Button A
364,Test,50,Male,Africa,Tablet,5,0.6238987797353897,4.993318088177214,4,6/22/23 23:18,1,0,0,1,4,Morning,News,Ad Click,Feature C,Layout 1,Scheme 1,Button A
365,Test,37,Other,Oceania,Mobile,4,0.89233521,3.647582136528627,3,6/14/23 18:14,0,0,1,1,5,Morning,News,Search,Feature B,Layout 1,Scheme 1,Button A
366,Test,26,Other,Asia,Tablet,9,0.7517321955711044,4.512042516990918,2,6/2/23 8:19,0,0,0,0,-3,Evening,Educational,Search,None,Layout 1,Scheme 1,Button A
367,Test,25,Female,South America,Tablet,9,0.1493890044299847,6.635563358,4,4/30/23 1:42,1,0,0,0,-6,Morning,Entertainment,Search,Feature C,Layout 1,Scheme 1,Button A
368,Test,41,Other,Europe,Desktop,5,0.04366995,7.920849869921785,1,5/8/23 19:07,0,0,0,0,-4,Evening,Educational,Direct,Feature C,Layout 1,Scheme 1,Button A
369,Test,31,Male,Europe,Mobile,4,0.5009278628606162,1.8640380166028971,1,3/13/23 19:15,1,0,0,0,-5,Morning,News,Homepage,Feature C,Layout 1,Scheme 1,Button A
370,Test,35,Male,South America,Tablet,2,0.5795326764013999,4.732033084615217,3,6/6/23 23:32,1,0,0,0,-3,Evening,Educational,Homepage,Feature B,Layout 1,Scheme 1,Button A
371,Test,18,Male,Oceania,Desktop,4,0.8092380210975411,4.673671706203989,3,6/28/23 23:36,0,0,0,0,-3,Evening,News,Direct,Feature B,Layout 1,Scheme 1,Button A
372,Test,29,Male,Asia,Tablet,5,0.5053010444779182,8.149501552,2,1/7/23 3:46,1,0,0,0,4,Afternoon,Lifestyle,Direct,Feature A,Layout 1,Scheme 1,Button A
373,Test,46,Other,Europe,Desktop,9,0.9285567813404901,5.216997639469709,3,1/25/23 22:38,0,1,0,0,1,Evening,News,Ad Click,Feature C,Layout 1,Scheme 1,Button A
374,Test,54,Male,Oceania,Desktop,1,0.32874207083325824,7.80771405,7,2/26/23 3:27,1,0,0,0,-9,Morning,News,Search,Feature C,Layout 1,Scheme 1,Button A
375,Test,43,Female,Oceania,Desktop,6,0.20705209479944497,1.732495125943164,2,4/28/23 1:18,1,1,1,0,2,Morning,Lifestyle,Ad Click,None,Layout 1,Scheme 1,Button A
376,Test,50,Other,North America,Desktop,8,0.4813821186825833,5.035515176873823,2,2/18/23 18:23,1,0,0,0,-6,Morning,Lifestyle,Search,Feature A,Layout 1,Scheme 1,Button A
377,Test,60,Other,Oceania,Mobile,2,0.4376040032928393,7.033590042853713,2,1/10/23 8:34,1,0,0,0,-5,Afternoon,News,Homepage,Feature A,Layout 1,Scheme 1,Button A
378,Test,32,Other,Asia,Desktop,7,0.7433112891638209,1.610044622912166,3,2/8/23 0:20,0,0,0,0,3,Morning,Educational,Homepage,None,Layout 1,Scheme 1,Button A
379,Test,40,Male,Europe,Mobile,7,0.29231223652065697,5.151445011277012,2,4/20/23 8:47,0,0,0,0,0,Evening,Entertainment,Search,Feature B,Layout 1,Scheme 1,Button A
380,Test,46,Other,Europe,Mobile,3,0.15589071682746836,7.883811386389443,0,3/1/23 15:38,0,1,0,0,6,Morning,Educational,Homepage,Feature C,Layout 1,Scheme 1,Button A
381,Test,38,Male,North America,Tablet,3,0.6343606831834638,5.511209794422891,4,4/12/23 8:20,0,1,0,0,2,Afternoon,Entertainment,Direct,None,Layout 1,Scheme 1,Button A
382,Test,36,Male,South America,Mobile,6,0.5449456106215722,3.681279809064676,1,1/29/23 3:35,0,0,0,1,6,Evening,Entertainment,Direct,Feature B,Layout 1,Scheme 1,Button A
383,Test,22,Other,Europe,Tablet,3,0.011244438035526327,4.490196868,2,3/22/23 12:31,0,0,0,1,-2,Evening,News,Search,Feature A,Layout 1,Scheme 1,Button A
384,Test,40,Other,Oceania,Mobile,6,0.4525473732273766,3.1120167203900033,6,5/18/23 16:43,0,1,1,0,10,Evening,News,Ad Click,Feature B,Layout 1,Scheme 1,Button A
385,Test,53,Male,North America,Mobile,6,0.3693759960321251,1.2727937042659319,2,2/7/23 16:56,0,1,0,0,-8,Night,Entertainment,Homepage,Feature C,Layout 1,Scheme 1,Button A
386,Test,37,Other,Africa,Mobile,5,0.054975234150112184,5.616060975155136,4,3/4/23 10:53,1,1,0,1,-5,Evening,Educational,Homepage,Feature A,Layout 1,Scheme 1,Button A
387,Test,25,Other,South America,Mobile,3,0.5677394693445188,5.865758508847374,2,5/26/23 9:23,0,0,0,1,-9,Evening,Entertainment,Search,Feature B,Layout 1,Scheme 1,Button A
388,Test,26,Male,Asia,Tablet,4,0.9075264323411825,3.4133212749876902,4,1/31/23 9:18,0,1,0,0,-5,Night,Educational,Ad Click,Feature C,Layout 1,Scheme 1,Button A
389,Test,31,Male,South America,Mobile,1,0.3918097784405413,4.521481328870961,3,5/22/23 10:27,0,0,0,0,-1,Afternoon,Lifestyle,Direct,Feature A,Layout 1,Scheme 1,Button A
390,Test,23,Other,Europe,Tablet,3,0.8176665178171328,5.891162710865694,2,1/4/23 12:44,1,0,0,1,-3,Morning,Educational,Ad Click,Feature C,Layout 1,Scheme 1,Button A
391,Test,18,Male,Europe,Mobile,5,0.4427406705746053,2.781695505582891,2,6/1/23 14:39,1,1,0,1,4,Night,Lifestyle,Ad Click,Feature C,Layout 1,Scheme 1,Button A
392,Test,26,Male,North America,Desktop,10,0.14495539793439038,6.366615905447318,3,3/15/23 2:13,1,0,0,0,9,Night,Entertainment,Ad Click,Feature B,Layout 1,Scheme 1,Button A
393,Test,33,Female,Europe,Tablet,10,0.8832270656710539,4.769216471760829,1,2/14/23 16:03,0,1,1,1,-3,Evening,News,Homepage,Feature A,Layout 1,Scheme 1,Button A
394,Test,33,Other,South America,Desktop,4,0.18551406391031278,2.1400463386253166,4,4/25/23 21:24,1,0,0,0,3,Morning,News,Homepage,None,Layout 1,Scheme 1,Button A
395,Test,29,Other,Oceania,Tablet,5,0.21420592904961822,0.13869061186172438,4,5/25/23 2:53,0,0,0,0,-6,Night,Educational,Homepage,None,Layout 1,Scheme 1,Button A
396,Test,22,Other,North America,Mobile,6,0.3449617128146586,4.0821998051615305,5,6/19/23 15:13,0,1,0,0,10,Morning,Educational,Search,Feature A,Layout 1,Scheme 1,Button A
397,Test,57,Other,Africa,Tablet,4,0.066631453,3.0465937035905455,4,4/28/23 15:17,0,0,0,0,-8,Evening,Lifestyle,Search,Feature A,Layout 1,Scheme 1,Button A
398,Test,46,Other,Africa,Mobile,4,0.067161791,2.6948807567535624,1,6/3/23 18:44,0,1,0,0,-2,Evening,News,Search,Feature B,Layout 1,Scheme 1,Button A
399,Test,63,Male,Oceania,Tablet,6,0.7560508699767238,2.777157688976114,1,4/9/23 16:51,0,1,0,0,5,Evening,Lifestyle,Direct,None,Layout 1,Scheme 1,Button A
400,Test,44,Other,Oceania,Mobile,3,0.1829055120966645,3.7545459344807255,5,3/8/23 9:53,0,0,0,0,-4,Night,Lifestyle,Ad Click,Feature C,Layout 1,Scheme 1,Button A
401,Test,28,Other,Africa,Tablet,7,0.7524445904308842,4.211940818612568,3,4/5/23 4:57,1,0,0,0,6,Evening,Lifestyle,Ad Click,Feature A,Layout 1,Scheme 1,Button A
402,Test,64,Female,North America,Desktop,8,0.9151932086569714,2.6258052273416115,1,6/11/23 10:28,0,0,0,1,-3,Afternoon,News,Homepage,None,Layout 1,Scheme 1,Button A
403,Test,67,Male,South America,Tablet,3,0.21501019150924372,5.708152820269238,3,6/1/23 11:36,0,0,0,1,3,Evening,News,Direct,None,Layout 1,Scheme 1,Button A
404,Test,45,Other,North America,Tablet,7,0.8224735177230422,6.642617476259899,5,4/19/23 17:29,1,0,0,0,1,Night,Entertainment,Homepage,Feature A,Layout 1,Scheme 1,Button A
405,Test,69,Other,Oceania,Tablet,4,0.9061170738202561,6.0247584339551565,0,1/21/23 11:06,1,0,0,1,3,Morning,Entertainment,Homepage,Feature A,Layout 1,Scheme 1,Button A
406,Test,53,Other,Asia,Mobile,4,0.5066731028970403,4.980464842,3,2/3/23 7:19,0,0,0,0,-5,Night,Educational,Direct,Feature A,Layout 1,Scheme 1,Button A
407,Test,59,Other,North America,Desktop,3,0.938489446,6.5055943572560055,2,3/27/23 21:46,0,1,0,1,10,Evening,Educational,Direct,Feature A,Layout 1,Scheme 1,Button A
408,Test,36,Male,Europe,Mobile,7,0.028315393924965182,5.945695926753416,5,1/19/23 9:22,0,1,0,1,-10,Afternoon,Entertainment,Direct,Feature C,Layout 1,Scheme 1,Button A
409,Test,52,Female,Africa,Desktop,4,0.629132232,7.5713153014198715,7,3/11/23 13:29,0,0,0,0,-2,Morning,Lifestyle,Direct,None,Layout 1,Scheme 1,Button A
410,Test,69,Female,North America,Tablet,4,0.49402533235206925,1.963494051770044,5,6/7/23 4:54,0,1,0,1,-7,Afternoon,Educational,Homepage,Feature C,Layout 1,Scheme 1,Button A
411,Test,48,Other,Asia,Mobile,6,0.6689976043578436,6.469396153971211,3,5/12/23 13:01,1,0,0,1,-2,Afternoon,Entertainment,Search,None,Layout 1,Scheme 1,Button A
412,Test,61,Female,Europe,Mobile,2,0.35047541860955533,4.630577584349774,0,6/14/23 8:42,1,1,0,0,-3,Afternoon,Lifestyle,Homepage,Feature C,Layout 1,Scheme 1,Button A
413,Test,36,Female,South America,Tablet,5,0.7007025453950888,3.556624445309118,2,2/14/23 19:18,1,0,0,0,7,Afternoon,Lifestyle,Ad Click,Feature B,Layout 1,Scheme 1,Button A
414,Test,63,Female,North America,Mobile,2,0.9033135273879032,7.658350033470111,3,3/26/23 19:33,0,0,1,0,8,Morning,Lifestyle,Ad Click,Feature A,Layout 1,Scheme 1,Button A
415,Test,41,Female,Africa,Desktop,8,0.3697322317095184,7.2527130980187415,4,4/18/23 23:37,0,0,0,1,8,Morning,Entertainment,Direct,Feature A,Layout 1,Scheme 1,Button A
416,Test,19,Female,Europe,Mobile,1,0.953988283,3.503191446,8,5/4/23 5:54,1,0,1,0,-4,Morning,Educational,Direct,Feature A,Layout 1,Scheme 1,Button A
417,Test,24,Male,North America,Tablet,6,0.9659219951352233,4.472630422198762,4,6/1/23 12:22,1,1,0,1,-3,Afternoon,News,Ad Click,None,Layout 1,Scheme 1,Button A
418,Test,60,Male,Europe,Tablet,4,0.5044265592855565,5.043472556970136,3,4/20/23 0:44,1,0,0,0,-10,Afternoon,News,Direct,Feature C,Layout 1,Scheme 1,Button A
419,Test,66,Male,Europe,Mobile,5,0.006672922,3.1248462338023244,3,2/4/23 13:04,0,0,1,0,0,Morning,Educational,Search,Feature B,Layout 1,Scheme 1,Button A
420,Test,48,Female,Europe,Desktop,2,0.6932540422379249,3.550513374321446,3,5/23/23 20:21,1,0,0,1,-1,Afternoon,Lifestyle,Homepage,None,Layout 1,Scheme 1,Button A
421,Test,34,Male,Asia,Tablet,7,0.7015352214529524,4.916995052438235,2,2/1/23 4:34,1,1,0,0,-2,Night,News,Direct,Feature C,Layout 1,Scheme 1,Button A
422,Test,44,Female,North America,Desktop,2,0.4097954044713865,5.098524611269467,4,3/29/23 6:03,0,1,0,0,-7,Night,Educational,Direct,Feature C,Layout 1,Scheme 1,Button A
423,Test,53,Female,Oceania,Mobile,9,0.020038062480326246,3.5081284471569925,2,5/29/23 5:36,0,0,0,0,-9,Night,Lifestyle,Ad Click,Feature B,Layout 1,Scheme 1,Button A
424,Test,67,Male,Europe,Tablet,5,0.30195263310327136,7.244179804097354,5,3/10/23 8:16,1,1,0,1,0,Morning,Educational,Search,Feature C,Layout 1,Scheme 1,Button A
425,Test,60,Other,North America,Mobile,7,0.7252080802565603,3.969121498672963,3,1/17/23 22:08,0,0,0,1,-4,Night,Educational,Direct,None,Layout 1,Scheme 1,Button A
426,Test,27,Female,Europe,Desktop,5,0.6572947926550335,4.044616895658496,5,3/27/23 16:11,1,1,0,0,8,Morning,Educational,Search,Feature C,Layout 1,Scheme 1,Button A
427,Test,62,Female,Africa,Desktop,2,0.5134432910979561,8.160968113228542,3,5/4/23 3:21,0,1,0,1,-10,Evening,Educational,Ad Click,Feature B,Layout 1,Scheme 1,Button A
428,Test,31,Male,North America,Desktop,3,0.7852769673620784,6.608041431,5,1/3/23 2:46,0,0,0,1,5,Night,Educational,Ad Click,Feature A,Layout 1,Scheme 1,Button A
429,Test,24,Female,North America,Tablet,6,0.5418997670309464,9.490421332,1,4/20/23 19:47,0,0,0,1,-7,Night,Entertainment,Direct,Feature B,Layout 1,Scheme 1,Button A
430,Test,56,Female,Africa,Tablet,4,0.9032507314390394,8.467000141243279,4,2/21/23 19:24,1,0,0,0,9,Morning,Entertainment,Direct,Feature A,Layout 1,Scheme 1,Button A
431,Test,57,Female,North America,Tablet,3,0.6950063840177231,0.19326181309038581,4,5/22/23 4:04,0,0,0,1,-8,Evening,Educational,Ad Click,Feature A,Layout 1,Scheme 1,Button A
432,Test,26,Male,Europe,Desktop,4,0.23978630355692898,4.418496402960802,4,1/5/23 17:37,0,0,0,1,-1,Morning,Educational,Direct,None,Layout 1,Scheme 1,Button A
433,Test,31,Other,Asia,Tablet,2,0.904089467,7.124102250009027,1,2/15/23 1:48,0,0,0,1,-7,Afternoon,Lifestyle,Homepage,Feature B,Layout 1,Scheme 1,Button A
434,Test,25,Other,North America,Desktop,5,0.6086494020264772,6.953577038410168,2,5/17/23 20:03,1,0,0,1,6,Afternoon,Entertainment,Search,Feature A,Layout 1,Scheme 1,Button A
435,Test,34,Male,Africa,Tablet,7,0.9219753455516514,5.526466903661676,3,2/9/23 6:49,1,0,0,0,0,Afternoon,News,Ad Click,Feature A,Layout 1,Scheme 1,Button A
436,Test,40,Female,Asia,Mobile,2,0.7649243592343943,6.047520384698467,4,3/23/23 21:24,0,0,0,1,7,Evening,Lifestyle,Direct,None,Layout 1,Scheme 1,Button A
437,Test,33,Other,North America,Mobile,1,0.5681288742123533,3.9285229932788717,4,5/15/23 17:15,0,1,0,0,-6,Morning,Educational,Direct,Feature B,Layout 1,Scheme 1,Button A
438,Test,43,Male,Oceania,Desktop,5,0.7669163305279422,5.973606934911019,3,1/25/23 5:38,0,0,0,0,-4,Afternoon,Lifestyle,Search,Feature B,Layout 1,Scheme 1,Button A
439,Test,26,Male,Europe,Desktop,3,0.7473351287857616,0.1459574686401357,4,6/10/23 7:08,1,0,0,0,-5,Evening,Lifestyle,Homepage,Feature A,Layout 1,Scheme 1,Button A
440,Test,53,Female,Oceania,Mobile,6,0.4509835024959863,7.514028623939347,2,6/23/23 11:57,1,0,0,0,6,Evening,News,Homepage,None,Layout 1,Scheme 1,Button A
441,Test,24,Female,South America,Desktop,6,0.7761128708898581,5.402141325245239,2,2/12/23 9:24,0,0,0,0,-4,Morning,Entertainment,Direct,Feature C,Layout 1,Scheme 1,Button A
442,Test,35,Male,Oceania,Desktop,4,0.8676015587519043,6.247015645083308,2,1/16/23 8:44,0,0,0,0,-5,Night,Educational,Homepage,None,Layout 1,Scheme 1,Button A
443,Test,25,Male,South America,Tablet,7,0.64780218,6.414306956344284,3,1/25/23 17:38,0,0,0,1,7,Morning,Educational,Direct,Feature A,Layout 1,Scheme 1,Button A
444,Test,38,Male,Asia,Tablet,6,0.9660370001885323,2.5647910797937863,4,2/25/23 11:35,0,0,0,0,-8,Night,Lifestyle,Direct,Feature B,Layout 1,Scheme 1,Button A
445,Test,43,Other,Africa,Tablet,5,0.9840701469469509,3.9694944203960465,5,4/30/23 16:10,1,0,0,1,-5,Morning,News,Ad Click,None,Layout 1,Scheme 1,Button A
446,Test,20,Female,North America,Desktop,2,0.9485101722226146,5.796266089260746,4,4/28/23 18:03,0,0,0,0,7,Night,News,Ad Click,Feature A,Layout 1,Scheme 1,Button A
447,Test,34,Male,South America,Tablet,9,0.8609105698529428,5.511297292533655,2,2/6/23 16:16,0,0,0,1,-5,Morning,Entertainment,Ad Click,None,Layout 1,Scheme 1,Button A
448,Test,68,Female,Oceania,Tablet,1,0.5024922991400055,3.840585728255772,6,4/24/23 1:51,0,1,0,1,-3,Morning,News,Search,Feature B,Layout 1,Scheme 1,Button A
449,Test,63,Other,South America,Tablet,5,0.7846763663876882,3.7465665736363034,1,1/9/23 16:19,0,0,0,0,-7,Night,Lifestyle,Homepage,Feature C,Layout 1,Scheme 1,Button A
450,Test,41,Male,North America,Desktop,7,0.098650781,3.0630587889185144,5,3/30/23 15:18,0,0,0,1,9,Morning,Educational,Ad Click,Feature C,Layout 1,Scheme 1,Button A
